student_id,district,gender,income_tier,treatment_group,baseline_score,parent_trust,tech_adopted,attrition_status,endline_score
4330,Faisalabad,Female,Low,Control,57,Agree,Yes,Surveyed,62.96866537531046
4331,Karachi,Male,Low,Control,71,Disagree,No,Surveyed,81.40522842625694
4332,Karachi,Female,Low,Treatment,36,Strongly Agree,No,Surveyed,47.87957282160183
4333,Lahore,Female,Middle,Treatment,70,Agree,No,Surveyed,88.94050974468578
4334,Islamabad,Male,Low,Control,37,Strongly Agree,Yes,Surveyed,35.3759307491734
4335,Lahore,Male,High,Treatment,31,Disagree,Yes,Not Reached,43.95031789850723
4336,Lahore,Female,Low,Treatment,60,Strongly Agree,Yes,Surveyed,73.58793242901253
4337,Faisalabad,Female,Low,Treatment,37,Strongly Agree,Yes,Refused,53.22462099573055
4338,Multan,Male,Low,Treatment,43,Strongly Agree,No,Not Reached,60.241523322951736
4339,Karachi,Female,Middle,Treatment,55,Disagree,No,Not Reached,70.1769396836107
4340,Islamabad,Male,Low,Treatment,54,Strongly Agree,No,Surveyed,71.9366348762525
4341,Multan,Male,Middle,Treatment,49,Disagree,No,Surveyed,60.47126361136519
4342,Multan,Male,Low,Control,38,Strongly Agree,Yes,Surveyed,48.514199646930834
4343,Faisalabad,Male,Low,Control,58,Agree,Yes,Surveyed,66.30382065626479
4344,Islamabad,Female,Low,Control,42,Strongly Disagree,No,Surveyed,56.93469897779171
4345,Lahore,Male,Low,Control,60,Strongly Agree,Yes,Surveyed,61.35187066407729
4346,Multan,Female,Low,Treatment,37,Agree,No,Not Reached,51.475952547823326
4347,Lahore,Male,High,Treatment,52,Strongly Disagree,Yes,Surveyed,68.91694435963113
4348,Islamabad,Male,Low,Treatment,47,Agree,No,Refused,61.66888262357081
4349,Lahore,Female,High,Control,41,Strongly Agree,Yes,Refused,43.398789927222964
4350,Karachi,Female,Middle,Control,50,Agree,No,Surveyed,48.846084829203704
4351,Islamabad,Female,Middle,Treatment,61,Disagree,Yes,Surveyed,73.93573473132042
4352,Multan,Male,Low,Control,61,Strongly Agree,Yes,Surveyed,63.75356028270301
4353,Multan,Male,Middle,Treatment,47,Disagree,No,Not Reached,53.07254613134672
4354,Multan,Male,Low,Treatment,52,Strongly Disagree,Yes,Surveyed,83.72121341052821
4355,Karachi,Female,Middle,Treatment,38,Disagree,No,Not Reached,41.70782457368169
4356,Islamabad,Female,Low,Treatment,62,Agree,Yes,Refused,78.04832425690242
4357,Faisalabad,Male,Low,Control,45,Agree,No,Surveyed,48.54456467624043
4358,Lahore,Female,Low,Control,50,Strongly Disagree,No,Surveyed,44.93437572994836
4359,Islamabad,Male,High,Treatment,41,Agree,Yes,Surveyed,63.11777794595757
4360,Faisalabad,Male,Middle,Treatment,59,Disagree,Yes,Surveyed,67.04256636439086
4361,Faisalabad,Female,Middle,Treatment,36,Strongly Agree,No,Not Reached,51.02459620753013
4362,Lahore,Female,Low,Treatment,49,Agree,Yes,Surveyed,66.13776707302317
4363,Karachi,Female,Low,Control,57,Strongly Agree,No,Surveyed,58.833413675937045
4364,Multan,Male,Middle,Control,29,Disagree,Yes,Surveyed,34.121407175851004
4365,Karachi,Male,Middle,Treatment,49,Disagree,Yes,Surveyed,61.81362852762366
4366,Multan,Male,Middle,Treatment,29,Strongly Agree,Yes,Not Reached,39.33232458235654
4367,Multan,Female,Low,Treatment,51,Agree,Yes,Refused,73.76007665105942
4368,Karachi,Female,Low,Treatment,43,Agree,No,Refused,62.39395143966999
4369,Faisalabad,Female,Low,Control,77,Agree,Yes,Surveyed,75.1540692350326
4370,Lahore,Male,Low,Control,56,Agree,Yes,Surveyed,56.20472692692644
4371,Karachi,Female,Middle,Control,63,Agree,No,Surveyed,71.4642493925574
4372,Islamabad,Female,Low,Treatment,41,Strongly Disagree,Yes,Surveyed,55.110748382104255
4373,Multan,Male,Low,Control,35,Strongly Agree,No,Surveyed,34.49073951471791
4374,Islamabad,Female,Middle,Treatment,54,Disagree,Yes,Not Reached,54.7265072704839
4375,Islamabad,Female,Low,Control,48,Agree,Yes,Not Reached,52.18611536611443
4376,Islamabad,Female,Low,Treatment,65,Strongly Agree,Yes,Surveyed,90.42411272373134
4377,Faisalabad,Male,High,Treatment,65,Disagree,No,Surveyed,80.1919144019999
4378,Multan,Female,High,Treatment,42,Agree,Yes,Surveyed,53.16023262502068
4379,Lahore,Female,High,Treatment,56,Agree,Yes,Surveyed,67.44053658372098
4380,Multan,Female,Low,Treatment,57,Agree,Yes,Surveyed,81.42730651695487
4381,Karachi,Female,Middle,Control,49,Agree,Yes,Refused,51.31878541371367
4382,Islamabad,Male,Low,Treatment,36,Strongly Disagree,No,Surveyed,56.07110781661352
4383,Multan,Male,Low,Treatment,44,Disagree,Yes,Surveyed,61.791555788387214
4384,Islamabad,Male,High,Treatment,72,Disagree,Yes,Surveyed,93.23042546338104
4385,Islamabad,Male,Low,Treatment,56,Agree,Yes,Not Reached,73.18727658942723
4386,Islamabad,Male,Middle,Treatment,35,Strongly Agree,Yes,Refused,47.87412403127622
4387,Islamabad,Female,Middle,Control,44,Strongly Agree,Yes,Not Reached,52.04668995157679
4388,Lahore,Male,Middle,Control,63,Disagree,No,Surveyed,56.83896968317126
4389,Faisalabad,Male,Middle,Control,57,Disagree,No,Not Reached,57.18301457241616
4390,Faisalabad,Female,Middle,Control,58,Agree,Yes,Surveyed,59.78449040271851
4391,Lahore,Male,Low,Treatment,57,Agree,Yes,Refused,71.97577324493243
4392,Islamabad,Female,Middle,Treatment,52,Disagree,Yes,Not Reached,74.45190582911854
4393,Islamabad,Male,High,Treatment,56,Strongly Agree,Yes,Surveyed,73.351191734768
4394,Lahore,Female,Low,Treatment,61,Disagree,Yes,Not Reached,84.1516381464463
4395,Karachi,Female,Low,Control,35,Strongly Agree,Yes,Surveyed,26.53491976518627
4396,Karachi,Female,Low,Treatment,37,Strongly Agree,Yes,Surveyed,53.24525765593596
4397,Karachi,Male,High,Control,49,Agree,Yes,Surveyed,54.93670802072776
4398,Faisalabad,Male,High,Treatment,44,Strongly Disagree,Yes,Refused,50.07379014200489
4399,Karachi,Male,Low,Treatment,70,Agree,Yes,Surveyed,83.45399498437094
4400,Multan,Male,Middle,Treatment,46,Agree,No,Surveyed,58.0996871708776
4401,Faisalabad,Female,Low,Control,44,Agree,No,Not Reached,39.4579039417389
4402,Karachi,Male,Middle,Control,57,Strongly Agree,Yes,Surveyed,49.96319200286591
4403,Lahore,Female,Middle,Treatment,21,Agree,No,Surveyed,22.859623449329625
4404,Lahore,Male,Low,Treatment,45,Agree,Yes,Surveyed,59.55844290580768
4405,Islamabad,Male,Middle,Control,13,Strongly Agree,Yes,Not Reached,9.054513803871778
4406,Lahore,Male,Middle,Treatment,46,Agree,No,Surveyed,63.308977020940475
4407,Faisalabad,Male,Middle,Control,50,Strongly Agree,No,Surveyed,59.9289716718322
4408,Multan,Male,Low,Treatment,63,Strongly Agree,No,Surveyed,78.60448901640763
4409,Karachi,Female,Low,Treatment,37,Strongly Agree,Yes,Surveyed,51.64991822979476
4410,Faisalabad,Male,Low,Control,34,Strongly Disagree,Yes,Surveyed,47.729206408291724
4411,Islamabad,Male,Low,Treatment,47,Agree,No,Not Reached,56.27655395680262
4412,Multan,Male,High,Control,39,Disagree,No,Refused,35.28358979742123
4413,Islamabad,Male,Middle,Control,49,Strongly Disagree,Yes,Surveyed,42.73054484031789
4414,Multan,Female,High,Treatment,45,Agree,Yes,Surveyed,53.25009168202075
4415,Lahore,Female,Low,Treatment,30,Strongly Agree,Yes,Surveyed,54.20595500126095
4416,Multan,Female,Middle,Treatment,65,Agree,No,Surveyed,74.19652092597889
4417,Multan,Male,Middle,Treatment,31,Agree,No,Surveyed,44.39644700028427
4418,Islamabad,Female,Middle,Treatment,33,Strongly Disagree,Yes,Surveyed,43.56423365124313
4419,Multan,Female,Low,Treatment,29,Strongly Agree,Yes,Surveyed,43.56584225910862
4420,Multan,Male,Low,Treatment,41,Disagree,No,Surveyed,48.98699199910804
4421,Lahore,Male,High,Treatment,44,Strongly Agree,Yes,Surveyed,47.843080265100056
4422,Multan,Male,Low,Treatment,34,Agree,Yes,Surveyed,54.55001812021992
4423,Faisalabad,Female,Low,Treatment,62,Strongly Disagree,Yes,Surveyed,88.0883859842964
4424,Karachi,Female,Middle,Control,69,Agree,No,Surveyed,76.87563356831735
4425,Multan,Male,Low,Treatment,43,Agree,Yes,Surveyed,64.73987765237459
4426,Faisalabad,Male,Low,Treatment,52,Strongly Disagree,Yes,Surveyed,75.99764073571832
4427,Karachi,Male,High,Treatment,47,Strongly Agree,Yes,Surveyed,61.53641367004475
4428,Islamabad,Male,Middle,Control,51,Agree,No,Refused,51.31514913124024
4429,Lahore,Female,Middle,Treatment,43,Disagree,Yes,Not Reached,58.03171205598227
4430,Lahore,Female,Low,Treatment,36,Agree,Yes,Surveyed,53.43476316022796
4431,Faisalabad,Male,Middle,Treatment,50,Agree,Yes,Not Reached,61.25495980313326
4432,Multan,Female,Low,Control,52,Disagree,No,Surveyed,55.11738203963104
4433,Islamabad,Female,Low,Treatment,62,Strongly Agree,No,Surveyed,88.30299163602515
4434,Lahore,Female,Low,Control,51,Strongly Agree,Yes,Surveyed,59.15613391434327
4435,Lahore,Male,Middle,Control,47,Strongly Disagree,Yes,Refused,52.99086892145092
4436,Islamabad,Male,Low,Treatment,47,Agree,Yes,Surveyed,65.15552867365578
4437,Karachi,Female,Low,Treatment,58,Agree,No,Surveyed,74.54892397862085
4438,Multan,Female,High,Treatment,71,Agree,Yes,Not Reached,77.82450974823429
4439,Faisalabad,Female,Low,Treatment,46,Disagree,Yes,Surveyed,61.899749539488504
4440,Karachi,Male,Middle,Control,51,Disagree,No,Surveyed,47.42382440176471
4441,Lahore,Male,Low,Treatment,35,Agree,No,Surveyed,54.01596962305866
4442,Faisalabad,Male,Low,Control,51,Strongly Agree,Yes,Surveyed,59.30655455580737
4443,Multan,Male,Low,Control,46,Disagree,Yes,Surveyed,49.23643469972692
4444,Faisalabad,Female,Low,Control,58,Agree,Yes,Refused,63.39596692308662
4445,Multan,Male,Low,Treatment,50,Strongly Agree,Yes,Not Reached,73.2337053327339
4446,Islamabad,Female,High,Treatment,46,Disagree,Yes,Refused,60.519529056790766
4447,Faisalabad,Male,Middle,Treatment,33,Disagree,Yes,Not Reached,49.68797743534678
4448,Lahore,Female,Middle,Control,34,Agree,No,Not Reached,38.15738423665071
4449,Islamabad,Female,Low,Treatment,48,Agree,Yes,Surveyed,66.75531370727776
4450,Islamabad,Male,Middle,Control,42,Strongly Agree,No,Surveyed,39.27688993024585
4451,Faisalabad,Male,Middle,Treatment,9,Disagree,Yes,Not Reached,19.109548523573892
4452,Lahore,Male,Middle,Treatment,35,Disagree,Yes,Surveyed,40.597469218862415
4453,Lahore,Female,High,Treatment,57,Agree,Yes,Surveyed,70.65282857026611
4454,Lahore,Female,Low,Control,56,Agree,Yes,Surveyed,62.50835207137733
4455,Faisalabad,Female,High,Control,57,Strongly Agree,No,Surveyed,66.3488561254369
4456,Faisalabad,Male,Low,Control,26,Agree,No,Not Reached,27.076242696519017
4457,Multan,Female,Middle,Control,32,Agree,No,Refused,32.71287836425272
4458,Lahore,Male,Middle,Control,36,Strongly Disagree,Yes,Not Reached,43.25505266033781
4459,Faisalabad,Male,High,Control,63,Agree,Yes,Surveyed,65.51808703157289
4460,Karachi,Male,High,Control,35,Disagree,No,Surveyed,37.49897972889761
4461,Faisalabad,Male,Low,Treatment,49,Agree,Yes,Surveyed,72.54597816223196
4462,Islamabad,Female,Middle,Control,63,Strongly Disagree,Yes,Surveyed,64.62346495524426
4463,Karachi,Male,High,Control,52,Agree,Yes,Surveyed,45.6855533867292
4464,Multan,Female,Low,Control,66,Disagree,Yes,Refused,69.67232728449481
4465,Faisalabad,Male,Middle,Control,36,Disagree,No,Surveyed,46.83094858949633
4466,Multan,Female,Low,Control,37,Agree,No,Surveyed,37.47366520530346
4467,Islamabad,Female,High,Control,47,Disagree,No,Surveyed,51.12257413801634
4468,Karachi,Female,Middle,Treatment,45,Disagree,No,Surveyed,59.319305567235745
4469,Multan,Male,Middle,Control,59,Disagree,Yes,Refused,61.94624950184198
4470,Multan,Male,Middle,Control,37,Disagree,Yes,Surveyed,37.25359016512334
4471,Karachi,Male,Middle,Treatment,37,Agree,Yes,Surveyed,46.64776124224277
4472,Karachi,Male,Low,Treatment,39,Strongly Disagree,Yes,Surveyed,57.785469814137784
4473,Faisalabad,Female,Low,Control,45,Agree,Yes,Surveyed,44.78516677566149
4474,Karachi,Female,Middle,Control,49,Disagree,No,Not Reached,56.58839441716148
4475,Faisalabad,Female,High,Control,36,Agree,Yes,Refused,27.802145308303047
4476,Multan,Female,Middle,Control,33,Agree,Yes,Surveyed,42.48950834372794
4477,Karachi,Female,Middle,Control,28,Strongly Agree,Yes,Surveyed,32.40012719053214
4478,Karachi,Female,Middle,Control,57,Strongly Agree,Yes,Surveyed,61.80335255318763
4479,Lahore,Male,High,Treatment,42,Strongly Agree,Yes,Surveyed,50.57983651913686
4480,Lahore,Male,Middle,Control,68,Agree,No,Surveyed,58.36162746276908
4481,Karachi,Male,Middle,Control,48,Agree,Yes,Surveyed,54.89189179121038
4482,Multan,Male,Middle,Treatment,70,Strongly Agree,Yes,Surveyed,83.73699124723174
4483,Multan,Male,High,Treatment,46,Agree,Yes,Surveyed,66.39256887156306
4484,Karachi,Male,Middle,Control,30,Strongly Agree,Yes,Not Reached,35.497475630796565
4485,Faisalabad,Female,Low,Treatment,31,Strongly Agree,No,Refused,53.93373293230496
4486,Lahore,Female,Middle,Treatment,45,Agree,No,Surveyed,53.06255437265422
4487,Faisalabad,Female,Middle,Control,54,Agree,Yes,Surveyed,44.11437761900789
4488,Karachi,Female,High,Treatment,52,Agree,Yes,Surveyed,64.8403220960397
4489,Islamabad,Male,Low,Control,46,Strongly Agree,Yes,Surveyed,50.55023023333815
4490,Faisalabad,Male,Middle,Control,35,Strongly Disagree,No,Surveyed,39.817692919306054
4491,Islamabad,Female,Middle,Treatment,52,Agree,No,Not Reached,58.61852569905418
4492,Lahore,Male,Middle,Treatment,60,Strongly Agree,No,Surveyed,71.1168120521066
4493,Karachi,Female,Middle,Control,50,Agree,Yes,Surveyed,60.65450983277862
4494,Multan,Male,Middle,Control,50,Agree,Yes,Surveyed,53.33469081228023
4495,Islamabad,Female,Middle,Control,56,Strongly Agree,No,Surveyed,58.86595401870851
4496,Multan,Female,Low,Treatment,41,Strongly Disagree,Yes,Surveyed,53.90818444272864
4497,Faisalabad,Male,Low,Control,25,Strongly Agree,Yes,Surveyed,27.549835173550857
4498,Karachi,Male,Low,Control,37,Strongly Agree,Yes,Surveyed,34.8610586106532
4499,Multan,Female,Middle,Control,30,Strongly Agree,No,Surveyed,27.757309897352133
4500,Multan,Female,Middle,Control,49,Strongly Agree,Yes,Surveyed,49.993108897671426
4501,Karachi,Male,Middle,Control,41,Agree,No,Surveyed,51.280908801761555
4502,Lahore,Female,High,Control,48,Strongly Agree,Yes,Refused,50.79523787940691
4503,Faisalabad,Female,Low,Control,40,Agree,Yes,Not Reached,45.437122605696146
4504,Multan,Male,Low,Treatment,18,Disagree,Yes,Surveyed,23.15815264398427
4505,Karachi,Male,High,Treatment,46,Agree,Yes,Surveyed,67.43584764374867
4506,Faisalabad,Male,Low,Control,51,Agree,No,Surveyed,51.70696676891864
4507,Islamabad,Female,Middle,Control,71,Disagree,Yes,Surveyed,68.77621294328914
4508,Lahore,Female,High,Control,33,Strongly Disagree,Yes,Surveyed,38.94168662799081
4509,Multan,Male,High,Treatment,31,Disagree,No,Surveyed,42.85873842382368
4510,Lahore,Male,Low,Control,40,Strongly Agree,No,Surveyed,36.9044269481384
4511,Multan,Female,Low,Treatment,41,Strongly Agree,Yes,Surveyed,59.918066809659
4512,Faisalabad,Male,Low,Treatment,30,Strongly Agree,Yes,Surveyed,47.93314648441731
4513,Lahore,Female,Low,Control,48,Agree,No,Surveyed,48.59442924732783
4514,Karachi,Female,Low,Control,18,Strongly Agree,No,Not Reached,18.63558001948666
4515,Multan,Female,Low,Control,45,Strongly Agree,Yes,Not Reached,41.944937946381685
4516,Multan,Male,Low,Control,22,Strongly Disagree,No,Not Reached,14.780617149558793
4517,Islamabad,Female,Middle,Control,26,Strongly Agree,Yes,Surveyed,21.497859605077082
4518,Faisalabad,Male,High,Control,43,Disagree,No,Surveyed,48.141365520368026
4519,Multan,Male,Low,Treatment,31,Agree,No,Surveyed,52.45759216324336
4520,Faisalabad,Male,Middle,Control,52,Disagree,No,Refused,51.649617406154974
4521,Faisalabad,Male,High,Control,38,Agree,No,Surveyed,39.1290458013072
4522,Multan,Female,Middle,Control,23,Strongly Agree,No,Surveyed,23.38165461259998
4523,Karachi,Male,Low,Control,60,Agree,No,Surveyed,64.25726907602738
4524,Islamabad,Female,High,Treatment,54,Agree,No,Surveyed,65.33982511253203
4525,Karachi,Female,Low,Treatment,78,Strongly Disagree,No,Surveyed,96.17449972213288
4526,Lahore,Female,Low,Treatment,35,Strongly Agree,Yes,Surveyed,52.647591581498546
4527,Multan,Female,Low,Treatment,45,Agree,No,Surveyed,70.08648810966318
4528,Multan,Female,Middle,Treatment,25,Strongly Agree,No,Surveyed,43.09055764000519
4529,Lahore,Female,Middle,Control,33,Strongly Disagree,No,Not Reached,44.0887591369509
4530,Multan,Male,Low,Treatment,46,Strongly Disagree,No,Surveyed,69.34115067898749
4531,Faisalabad,Male,Low,Control,38,Disagree,Yes,Not Reached,35.65351986810118
4532,Islamabad,Male,Low,Control,53,Agree,No,Surveyed,62.73568444276982
4533,Lahore,Male,Middle,Treatment,58,Strongly Agree,Yes,Not Reached,70.53270769645808
4534,Islamabad,Female,High,Control,58,Strongly Agree,No,Refused,52.571632553369625
4535,Multan,Male,Middle,Treatment,58,Strongly Disagree,Yes,Surveyed,70.82609860853076
4536,Faisalabad,Female,Middle,Treatment,31,Agree,Yes,Surveyed,39.156119718295926
4537,Islamabad,Male,High,Control,21,Strongly Agree,No,Surveyed,21.775524486729825
4538,Karachi,Male,Low,Control,34,Agree,No,Surveyed,32.87998392074165
4539,Islamabad,Male,Low,Treatment,45,Strongly Disagree,No,Surveyed,67.27616245168399
4540,Karachi,Female,Low,Treatment,55,Disagree,Yes,Surveyed,73.18861967667661
4541,Karachi,Male,Middle,Control,44,Disagree,Yes,Surveyed,47.20238493768732
4542,Faisalabad,Male,Low,Treatment,71,Agree,Yes,Surveyed,82.7790644550759
4543,Lahore,Female,Low,Treatment,51,Agree,No,Not Reached,65.05727250677826
4544,Karachi,Female,Low,Control,46,Strongly Agree,Yes,Surveyed,47.50715559454667
4545,Faisalabad,Male,Middle,Control,34,Strongly Agree,Yes,Refused,29.058194674646668
4546,Karachi,Male,Low,Treatment,44,Agree,No,Surveyed,69.94395630857291
4547,Faisalabad,Female,High,Treatment,36,Strongly Agree,Yes,Surveyed,47.569243754066044
4548,Karachi,Female,High,Treatment,40,Agree,No,Refused,57.614738499377246
4549,Multan,Male,Low,Control,14,Agree,Yes,Surveyed,23.47985500731451
4550,Lahore,Male,Middle,Control,51,Agree,Yes,Refused,57.86098579955924
4551,Karachi,Female,High,Treatment,61,Agree,Yes,Surveyed,72.68673349716767
4552,Karachi,Male,Middle,Control,50,Disagree,Yes,Surveyed,55.999674004015006
4553,Karachi,Male,Low,Control,45,Agree,Yes,Surveyed,45.02100379950053
4554,Karachi,Female,Middle,Control,45,Strongly Disagree,No,Surveyed,41.23787009693843
4555,Faisalabad,Female,High,Treatment,19,Agree,No,Surveyed,29.82107933065358
4556,Multan,Male,High,Control,40,Agree,Yes,Surveyed,37.57183909444663
4557,Faisalabad,Male,Low,Control,54,Agree,Yes,Refused,62.50379926927366
4558,Karachi,Male,Low,Control,27,Strongly Agree,Yes,Not Reached,38.57588212844541
4559,Multan,Male,High,Treatment,52,Agree,Yes,Surveyed,63.43198543843188
4560,Lahore,Male,Low,Treatment,59,Strongly Agree,Yes,Surveyed,78.1273999959451
4561,Faisalabad,Female,Low,Control,42,Strongly Disagree,No,Surveyed,42.196203011778564
4562,Multan,Female,Low,Control,40,Agree,Yes,Not Reached,51.28742722913421
4563,Karachi,Female,Low,Control,35,Strongly Agree,No,Surveyed,45.80871419582847
4564,Islamabad,Female,Low,Control,44,Strongly Disagree,No,Surveyed,53.03649147724306
4565,Faisalabad,Female,Low,Control,55,Agree,Yes,Not Reached,52.961320890761556
4566,Karachi,Female,Low,Treatment,59,Agree,Yes,Surveyed,77.10890056839219
4567,Islamabad,Female,High,Control,37,Agree,Yes,Surveyed,30.918310747136044
4568,Islamabad,Female,Middle,Control,34,Disagree,Yes,Surveyed,31.63111053643367
4569,Faisalabad,Male,Middle,Control,17,Strongly Disagree,No,Not Reached,18.041920800542663
4570,Islamabad,Female,Middle,Treatment,28,Disagree,Yes,Surveyed,39.75382331875973
4571,Islamabad,Male,Middle,Treatment,44,Strongly Disagree,Yes,Surveyed,55.86390267936066
4572,Faisalabad,Female,Low,Control,41,Agree,Yes,Surveyed,39.243653998367456
4573,Lahore,Female,Low,Control,39,Agree,No,Surveyed,32.594829196582836
4574,Lahore,Female,High,Treatment,63,Agree,No,Not Reached,78.57018323559065
4575,Lahore,Female,Middle,Treatment,46,Agree,Yes,Surveyed,57.80834718121014
4576,Lahore,Male,Low,Control,43,Agree,Yes,Surveyed,49.45061422811634
4577,Islamabad,Male,Middle,Treatment,32,Strongly Disagree,No,Not Reached,45.91583791231207
4578,Karachi,Male,High,Control,45,Strongly Agree,Yes,Surveyed,47.52929876194988
4579,Karachi,Male,Low,Treatment,36,Agree,No,Surveyed,60.26226001489191
4580,Faisalabad,Female,Middle,Treatment,42,Agree,Yes,Surveyed,54.330151346759784
4581,Karachi,Male,Low,Treatment,44,Strongly Disagree,Yes,Surveyed,65.87484144634593
4582,Karachi,Female,High,Control,36,Strongly Disagree,Yes,Surveyed,39.48867995921899
4583,Lahore,Male,Low,Treatment,50,Strongly Disagree,Yes,Surveyed,62.25047121839194
4584,Islamabad,Female,High,Control,64,Agree,Yes,Surveyed,69.09531713076896
4585,Karachi,Female,Low,Treatment,24,Strongly Agree,No,Refused,43.24253297934094
4586,Multan,Female,High,Treatment,50,Disagree,Yes,Refused,63.57781523763431
4587,Multan,Male,Low,Control,55,Strongly Agree,No,Not Reached,56.88174201399138
4588,Faisalabad,Female,Middle,Treatment,38,Disagree,Yes,Refused,43.14953185608249
4589,Karachi,Male,High,Treatment,37,Strongly Disagree,Yes,Surveyed,52.6288897590301
4590,Lahore,Male,Low,Control,49,Agree,No,Surveyed,56.80198363790882
4591,Islamabad,Male,Low,Control,42,Agree,Yes,Surveyed,51.66644151352168
4592,Islamabad,Female,High,Treatment,39,Strongly Agree,No,Not Reached,46.93365382849043
4593,Multan,Male,Middle,Control,29,Disagree,No,Surveyed,40.06138736497499
4594,Karachi,Male,Low,Treatment,42,Agree,Yes,Surveyed,48.003578756744204
4595,Lahore,Male,Middle,Treatment,15,Agree,Yes,Surveyed,33.078763797911044
4596,Islamabad,Female,Low,Treatment,48,Disagree,No,Not Reached,57.163055125842845
4597,Multan,Female,Low,Control,46,Agree,Yes,Surveyed,43.326776924471545
4598,Islamabad,Female,High,Treatment,59,Agree,Yes,Surveyed,67.47159590716005
4599,Karachi,Female,Low,Treatment,30,Agree,Yes,Not Reached,44.71915577860908
4600,Lahore,Female,High,Control,44,Agree,Yes,Surveyed,40.377628456558696
4601,Karachi,Male,Middle,Treatment,59,Strongly Agree,Yes,Surveyed,68.49132661386385
4602,Multan,Female,Middle,Control,45,Disagree,Yes,Not Reached,53.122906917901304
4603,Faisalabad,Male,Low,Control,42,Strongly Agree,Yes,Surveyed,42.578844101662156
4604,Islamabad,Male,Low,Control,56,Strongly Agree,No,Surveyed,60.52134043711651
4605,Islamabad,Female,Low,Treatment,50,Disagree,Yes,Surveyed,64.76569253607194
4606,Lahore,Female,Low,Control,35,Strongly Disagree,Yes,Not Reached,33.32370765473477
4607,Karachi,Male,Low,Control,49,Strongly Agree,No,Not Reached,48.12856490954569
4608,Islamabad,Male,Low,Control,64,Disagree,Yes,Not Reached,66.33157264516133
4609,Lahore,Female,High,Treatment,62,Agree,Yes,Refused,84.1813787681472
4610,Faisalabad,Male,High,Control,39,Disagree,No,Surveyed,47.55340586736443
4611,Karachi,Female,Middle,Treatment,21,Strongly Agree,Yes,Surveyed,38.26736712567208
4612,Faisalabad,Male,Low,Control,19,Disagree,Yes,Surveyed,21.257862078293243
4613,Multan,Male,Middle,Control,43,Disagree,Yes,Surveyed,48.57891476290861
4614,Faisalabad,Female,Low,Control,41,Strongly Disagree,No,Surveyed,49.78337534191065
4615,Lahore,Male,Low,Control,63,Agree,Yes,Surveyed,62.41319488423281
4616,Islamabad,Male,Low,Treatment,40,Agree,Yes,Surveyed,44.604425611258904
4617,Multan,Female,Low,Control,41,Disagree,Yes,Surveyed,45.1849668912697
4618,Karachi,Male,Low,Control,49,Strongly Disagree,No,Surveyed,59.301033370583426
4619,Karachi,Female,Low,Treatment,45,Agree,No,Surveyed,55.98646479404683
4620,Multan,Male,Low,Control,58,Agree,Yes,Surveyed,59.18296200155683
4621,Faisalabad,Female,Middle,Control,56,Agree,Yes,Not Reached,55.32911050549496
4622,Lahore,Female,High,Treatment,18,Disagree,No,Surveyed,22.54242555983135
4623,Islamabad,Male,Low,Control,35,Agree,No,Surveyed,38.099953326792274
4624,Multan,Female,High,Control,37,Strongly Agree,No,Surveyed,41.82651352452232
4625,Multan,Female,High,Control,70,Disagree,Yes,Not Reached,81.0143028168175
4626,Karachi,Female,Low,Treatment,23,Agree,No,Surveyed,42.0251176398451
4627,Multan,Male,Low,Treatment,46,Agree,Yes,Surveyed,60.208401801018525
4628,Karachi,Male,Low,Control,22,Strongly Disagree,No,Not Reached,23.67450081573198
4629,Lahore,Female,Low,Treatment,42,Agree,Yes,Surveyed,55.19639584153752
4630,Lahore,Female,High,Treatment,54,Disagree,No,Not Reached,57.68466368329187
4631,Faisalabad,Female,Middle,Treatment,38,Agree,Yes,Surveyed,51.07905266819024
4632,Lahore,Female,Low,Treatment,21,Agree,Yes,Surveyed,35.00066926065317
4633,Faisalabad,Male,Low,Control,41,Strongly Agree,Yes,Refused,37.47761246664734
4634,Multan,Male,Low,Treatment,42,Disagree,Yes,Surveyed,61.344223054547065
4635,Karachi,Male,Low,Treatment,40,Agree,No,Surveyed,59.40625496750431
4636,Karachi,Female,Low,Treatment,48,Disagree,Yes,Surveyed,65.83569151496845
4637,Karachi,Male,Middle,Treatment,49,Strongly Disagree,No,Surveyed,62.040349835496485
4638,Multan,Female,Middle,Control,67,Strongly Disagree,Yes,Not Reached,71.33136249112073
4639,Faisalabad,Female,Low,Treatment,41,Strongly Agree,Yes,Surveyed,56.48827913384802
4640,Faisalabad,Female,Low,Treatment,54,Disagree,No,Surveyed,68.01372470668014
4641,Islamabad,Female,Low,Treatment,49,Strongly Agree,Yes,Surveyed,67.62405349541731
4642,Karachi,Female,High,Treatment,22,Strongly Agree,Yes,Not Reached,37.29301249276484
4643,Faisalabad,Female,Middle,Treatment,51,Agree,No,Refused,56.19355023217948
4644,Karachi,Female,Low,Treatment,57,Strongly Agree,Yes,Surveyed,87.82801695912485
4645,Faisalabad,Male,High,Treatment,44,Agree,No,Not Reached,59.126823945086656
4646,Multan,Male,Low,Control,43,Agree,Yes,Not Reached,54.41194324421747
4647,Faisalabad,Female,Middle,Treatment,16,Agree,No,Refused,26.473741516086484
4648,Lahore,Male,Middle,Treatment,37,Agree,Yes,Surveyed,51.45599453453153
4649,Faisalabad,Male,Middle,Control,56,Agree,No,Not Reached,58.10632044954391
4650,Islamabad,Male,High,Treatment,52,Strongly Disagree,No,Surveyed,59.153953928222506
